Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
16756,16756,16756,16756,16756,10.0,10.0,33.0,2.9,1.92,1.94,1.0,4.0,1.0,1,3,1
16757,16757,16757,16757,16757,1.0,2.0,35.0,2.9,-1.62,-1.23,1.0,4.0,0.0,1,2,1
16758,16758,16758,16758,16758,5.0,4.0,38.0,2.7,0.0,-0.46,1.0,3.0,1.0,1,2,1
16759,16759,16759,16759,16759,4.0,6.0,35.0,3.3,-0.26,0.01,1.0,4.0,0.0,1,3,1
16760,16760,16760,16760,16760,9.0,8.0,30.5,3.1,1.18,0.83,1.0,3.0,1.0,1,3,1
16761,16761,16761,16761,16761,10.0,10.0,42.0,3.1,1.4,1.32,1.0,4.0,1.0,1,4,1
16762,16762,16762,16762,16762,6.0,6.0,29.0,3.0,0.22,-0.03,1.0,4.0,1.0,1,2,1
16763,16763,16763,16763,16763,1.0,1.0,27.0,3.9,-1.2,-1.45,1.0,2.0,0.0,1,4,1
16764,16764,16764,16764,16764,9.0,9.0,26.5,2.6,0.98,1.3,1.0,3.0,1.0,1,3,1
16765,16765,16765,16765,16765,3.0,4.0,32.5,2.3,-0.51,-0.31,1.0,2.0,0.0,1,3,1
16766,16766,16766,16766,16766,9.0,10.0,37.0,3.5,1.3,1.5,1.0,3.0,1.0,1,4,1
16767,16767,16767,16767,16767,10.0,5.0,36.0,3.6,1.84,-0.24,1.0,3.0,0.0,1,4,1
16768,16768,16768,16768,16768,6.0,6.0,36.0,2.9,0.26,0.07,1.0,4.0,1.0,1,3,1
16769,16769,16769,16769,16769,3.0,4.0,35.0,3.7,-0.64,-0.48,1.0,4.0,1.0,1,4,1
16770,16770,16770,16770,16770,2.0,3.0,32.0,3.0,-0.95,-0.62,1.0,3.0,0.0,1,4,1
16771,16771,16771,16771,16771,3.0,2.0,37.0,2.9,-0.7,-1.26,1.0,3.0,0.0,1,3,1
16772,16772,16772,16772,16772,3.0,2.0,30.0,3.7,-0.62,-0.98,1.0,3.0,1.0,1,5,1
16773,16773,16773,16773,16773,5.0,6.0,39.0,3.1,-0.01,0.21,1.0,5.0,1.0,1,5,1
16774,16774,16774,16774,16774,10.0,9.0,39.0,3.0,1.43,1.16,1.0,4.0,0.0,1,3,1
16775,16775,16775,16775,16775,6.0,4.0,44.0,2.6,0.19,-0.46,1.0,4.0,1.0,1,4,1
16776,16776,16776,16776,16776,9.0,10.0,38.0,3.8,0.9,1.5,1.0,4.0,0.0,1,3,1
16777,16777,16777,16777,16777,1.0,1.0,35.0,3.0,-2.48,-1.96,1.0,4.0,1.0,1,3,1
16778,16778,16778,16778,16778,10.0,9.0,41.0,3.5,1.55,1.28,1.0,4.0,1.0,1,3,1
16779,16779,16779,16779,16779,10.0,10.0,35.0,2.3,1.69,2.41,1.0,4.0,1.0,1,1,1
16780,16780,16780,16780,16780,1.0,1.0,33.0,3.1,-1.37,-1.45,1.0,1.0,0.0,1,5,1
16781,16781,16781,16781,16781,3.0,3.0,40.0,3.5,-0.56,-0.6,1.0,4.0,0.0,1,5,1
16782,16782,16782,16782,16782,9.0,10.0,33.0,4.0,1.17,1.4,1.0,5.0,1.0,1,4,1
16783,16783,16783,16783,16783,8.0,5.0,34.0,3.7,0.62,-0.04,1.0,3.0,0.0,1,3,1
16784,16784,16784,16784,16784,9.0,9.0,45.0,3.7,1.28,1.14,1.0,3.0,0.0,1,3,1
16785,16785,16785,16785,16785,6.0,9.0,36.0,3.5,0.26,0.99,1.0,4.0,0.0,1,3,1
16786,16786,16786,16786,16786,8.0,10.0,44.0,3.4,0.93,1.24,1.0,5.0,1.0,1,6,1
16787,16787,16787,16787,16787,6.0,6.0,39.0,2.9,0.08,0.1,1.0,4.0,1.0,1,3,1
16788,16788,16788,16788,16788,7.0,3.0,46.0,3.2,0.32,-0.55,1.0,3.0,0.0,1,5,1
16789,16789,16789,16789,16789,3.0,3.0,32.0,3.2,-0.44,-0.69,1.0,3.0,0.0,1,3,1
16790,16790,16790,16790,16790,8.0,7.0,39.0,3.0,0.59,0.3,1.0,4.0,1.0,1,3,1
16791,16791,16791,16791,16791,7.0,9.0,39.0,3.2,0.49,0.87,1.0,2.0,1.0,1,3,1
16792,16792,16792,16792,16792,5.0,5.0,32.0,3.4,-0.1,-0.03,1.0,3.0,0.0,1,5,1
16793,16793,16793,16793,16793,4.0,7.0,35.0,3.4,-0.26,0.34,1.0,3.0,0.0,1,3,1
16794,16794,16794,16794,16794,3.0,2.0,37.0,3.3,-0.62,-1.18,1.0,5.0,0.0,1,3,1
16795,16795,16795,16795,16795,5.0,3.0,43.0,2.6,-0.02,-0.57,1.0,4.0,1.0,1,4,1
16796,16796,16796,16796,16796,4.0,4.0,35.0,3.0,-0.42,-0.52,1.0,3.0,0.0,1,2,1
16797,16797,16797,16797,16797,9.0,8.0,45.0,3.3,1.24,0.7,1.0,5.0,0.0,1,5,1
16798,16798,16798,16798,16798,10.0,9.0,38.0,3.7,1.68,1.18,1.0,4.0,1.0,1,3,1
16799,16799,16799,16799,16799,1.0,1.0,36.0,2.7,-1.4,-1.32,1.0,3.0,0.0,1,2,1
16800,16800,16800,16800,16800,5.0,6.0,39.0,2.4,-0.1,0.19,1.0,3.0,1.0,1,3,1
16801,16801,16801,16801,16801,3.0,3.0,33.0,3.1,-0.6,-0.85,1.0,5.0,0.0,1,3,1
16802,16802,16802,16802,16802,8.0,9.0,35.0,3.5,0.9,1.05,1.0,4.0,0.0,1,4,1
16803,16803,16803,16803,16803,5.0,6.0,35.0,3.7,-0.07,0.15,1.0,5.0,1.0,1,4,1
16804,16804,16804,16804,16804,7.0,7.0,44.0,3.0,0.45,0.44,1.0,4.0,1.0,1,5,1
16805,16805,16805,16805,16805,9.0,8.0,41.0,3.9,1.02,0.79,1.0,4.0,0.0,1,4,1
16806,16806,16806,16806,16806,9.0,9.0,47.0,3.8,1.2,1.26,1.0,1.0,1.0,1,4,1
16807,16807,16807,16807,16807,1.0,1.0,40.0,3.2,-2.25,-1.83,1.0,3.0,0.0,1,4,1
16808,16808,16808,16808,16808,4.0,5.0,36.0,3.7,-0.18,-0.07,1.0,4.0,1.0,1,3,1
16809,16809,16809,16809,16809,4.0,6.0,39.0,3.8,-0.37,0.07,1.0,3.0,0.0,1,5,1
16810,16810,16810,16810,16810,10.0,10.0,41.0,3.3,1.62,2.52,1.0,3.0,0.0,1,5,1
16811,16811,16811,16811,16811,1.0,2.0,43.0,3.7,-1.26,-1.16,1.0,5.0,0.0,1,3,1
16812,16812,16812,16812,16812,4.0,5.0,35.0,3.0,-0.34,-0.05,1.0,4.0,1.0,1,5,1
16813,16813,16813,16813,16813,7.0,7.0,34.0,3.3,0.46,0.45,1.0,3.0,1.0,1,2,1
16814,16814,16814,16814,16814,7.0,3.0,35.0,2.8,0.39,-0.66,1.0,3.0,0.0,1,3,1
16815,16815,16815,16815,16815,9.0,9.0,35.0,2.8,1.14,1.01,1.0,3.0,1.0,1,4,1
16816,16816,16816,16816,16816,3.0,2.0,36.0,2.9,-0.53,-1.05,1.0,4.0,0.0,1,3,1
16817,16817,16817,16817,16817,6.0,3.0,29.5,3.0,0.05,-0.86,1.0,3.0,1.0,1,3,1
16818,16818,16818,16818,16818,10.0,10.0,39.0,3.9,1.54,1.61,1.0,4.0,0.0,1,3,1
16819,16819,16819,16819,16819,9.0,8.0,40.0,3.6,1.24,0.81,1.0,4.0,0.0,1,4,1
16820,16820,16820,16820,16820,1.0,4.0,30.0,3.6,-1.28,-0.35,1.0,3.0,0.0,1,3,1
16821,16821,16821,16821,16821,8.0,7.0,30.5,3.6,0.87,0.49,1.0,4.0,0.0,1,4,1
16822,16822,16822,16822,16822,8.0,9.0,38.0,3.1,0.84,0.97,1.0,3.0,1.0,1,3,1
16823,16823,16823,16823,16823,2.0,1.0,29.0,3.4,-0.97,-1.52,1.0,4.0,1.0,1,2,1
16824,16824,16824,16824,16824,4.0,6.0,42.0,3.4,-0.4,0.21,1.0,2.0,0.0,1,4,1
16825,16825,16825,16825,16825,5.0,2.0,37.0,3.2,-0.17,-1.03,1.0,4.0,1.0,1,5,1
16826,16826,16826,16826,16826,5.0,6.0,40.0,3.6,0.01,0.17,1.0,4.0,0.0,1,3,1
16827,16827,16827,16827,16827,7.0,7.0,43.0,3.7,0.37,0.42,1.0,3.0,1.0,1,4,1
16828,16828,16828,16828,16828,7.0,5.0,32.0,2.9,0.49,-0.09,1.0,4.0,1.0,1,3,1
16829,16829,16829,16829,16829,7.0,8.0,30.0,3.1,0.48,0.68,1.0,4.0,1.0,1,2,1
16830,16830,16830,16830,16830,10.0,10.0,48.0,3.6,1.71,1.55,1.0,4.0,0.0,1,4,1
16831,16831,16831,16831,16831,3.0,6.0,33.0,2.5,-0.58,0.08,1.0,3.0,0.0,1,1,1
16832,16832,16832,16832,16832,9.0,8.0,40.0,2.6,1.04,0.56,1.0,3.0,1.0,1,2,1
16833,16833,16833,16833,16833,8.0,10.0,38.0,3.7,0.88,1.56,1.0,3.0,1.0,1,4,1
16834,16834,16834,16834,16834,10.0,10.0,37.0,3.8,1.71,1.59,1.0,4.0,0.0,1,5,1
16835,16835,16835,16835,16835,1.0,2.0,22.0,2.7,-1.42,-1.3,1.0,3.0,0.0,1,4,1
16836,16836,16836,16836,16836,10.0,10.0,34.0,2.9,1.6,2.03,1.0,3.0,1.0,1,2,1
16837,16837,16837,16837,16837,8.0,6.0,47.0,3.5,0.72,0.1,1.0,5.0,1.0,1,5,1
16838,16838,16838,16838,16838,3.0,4.0,33.0,2.8,-0.54,-0.45,1.0,4.0,1.0,1,5,1
16839,16839,16839,16839,16839,4.0,4.0,34.0,2.6,-0.36,-0.58,1.0,3.0,0.0,1,2,1
16840,16840,16840,16840,16840,10.0,10.0,42.0,3.9,1.75,1.82,1.0,3.0,0.0,1,3,1
16841,16841,16841,16841,16841,7.0,8.0,33.0,3.2,0.42,0.76,1.0,2.0,0.0,1,3,1
16842,16842,16842,16842,16842,3.0,3.0,41.0,3.4,-0.71,-0.7,1.0,4.0,1.0,1,4,1
16843,16843,16843,16843,16843,5.0,8.0,41.0,3.6,0.03,0.58,1.0,4.0,1.0,1,3,1
16844,16844,16844,16844,16844,9.0,9.0,33.0,3.3,0.94,1.0,1.0,4.0,1.0,1,3,1
16845,16845,16845,16845,16845,7.0,7.0,24.0,2.7,0.57,0.26,1.0,2.0,0.0,1,1,1
16846,16846,16846,16846,16846,7.0,4.0,45.0,3.6,0.34,-0.28,1.0,2.0,1.0,1,5,1
16847,16847,16847,16847,16847,9.0,9.0,38.0,3.5,0.98,1.19,1.0,4.0,0.0,1,4,1
16848,16848,16848,16848,16848,5.0,5.0,35.0,3.0,-0.01,-0.24,1.0,3.0,0.0,1,5,1
16849,16849,16849,16849,16849,6.0,6.0,41.0,3.3,0.21,0.24,1.0,4.0,1.0,1,4,1
16850,16850,16850,16850,16850,9.0,10.0,29.0,3.4,1.21,1.59,1.0,4.0,0.0,1,2,1
16851,16851,16851,16851,16851,8.0,6.0,33.0,3.8,0.63,0.03,1.0,3.0,1.0,1,4,1
16852,16852,16852,16852,16852,8.0,9.0,37.0,3.6,0.8,1.2,1.0,4.0,1.0,1,4,1
16853,16853,16853,16853,16853,10.0,5.0,32.0,3.5,1.32,-0.13,1.0,5.0,1.0,1,4,1
16854,16854,16854,16854,16854,5.0,7.0,33.0,2.8,0.02,0.46,1.0,4.0,1.0,1,2,1
16855,16855,16855,16855,16855,1.0,1.0,31.0,3.9,-1.83,-1.6,1.0,4.0,1.0,1,4,1
16856,16856,16856,16856,16856,4.0,4.0,47.0,3.4,-0.33,-0.42,1.0,5.0,0.0,1,6,1
16857,16857,16857,16857,16857,9.0,9.0,41.0,3.6,1.28,1.17,1.0,4.0,1.0,1,6,1
16858,16858,16858,16858,16858,9.0,7.0,39.0,3.2,1.12,0.52,1.0,4.0,1.0,1,4,1
16859,16859,16859,16859,16859,2.0,1.0,23.0,2.5,-0.97,-1.81,1.0,4.0,1.0,1,4,1
16860,16860,16860,16860,16860,1.0,1.0,31.0,3.5,-1.54,-1.86,1.0,3.0,0.0,1,4,1
16861,16861,16861,16861,16861,4.0,2.0,40.0,4.0,-0.43,-0.91,1.0,3.0,0.0,1,5,1
16862,16862,16862,16862,16862,4.0,5.0,39.0,3.1,-0.28,0.0,1.0,4.0,1.0,1,4,1
16863,16863,16863,16863,16863,2.0,4.0,41.0,3.1,-0.91,-0.37,1.0,4.0,0.0,1,4,1
16864,16864,16864,16864,16864,6.0,7.0,40.0,3.2,0.29,0.31,1.0,3.0,0.0,1,3,1
16865,16865,16865,16865,16865,3.0,2.0,43.0,3.2,-0.57,-0.96,1.0,4.0,1.0,1,4,1
16866,16866,16866,16866,16866,2.0,3.0,35.0,2.9,-0.86,-0.69,1.0,4.0,0.0,1,3,1
16867,16867,16867,16867,16867,9.0,9.0,48.0,2.1,1.04,0.92,1.0,4.0,1.0,1,4,1
16868,16868,16868,16868,16868,6.0,6.0,35.0,3.6,0.17,0.28,1.0,2.0,1.0,1,4,1
16869,16869,16869,16869,16869,5.0,5.0,41.0,2.7,0.01,-0.2,1.0,4.0,0.0,1,3,1
16870,16870,16870,16870,16870,7.0,6.0,26.0,3.5,0.43,0.07,1.0,2.0,1.0,1,2,1
16871,16871,16871,16871,16871,7.0,6.0,34.0,3.2,0.38,0.07,1.0,4.0,0.0,1,4,1
16872,16872,16872,16872,16872,2.0,2.0,34.0,3.0,-0.76,-1.13,1.0,3.0,1.0,1,3,1
16873,16873,16873,16873,16873,10.0,10.0,43.0,3.6,2.11,1.63,1.0,4.0,1.0,1,5,1
16874,16874,16874,16874,16874,4.0,7.0,37.0,3.5,-0.33,0.42,1.0,3.0,1.0,1,4,1
16875,16875,16875,16875,16875,5.0,4.0,25.0,3.3,-0.09,-0.24,1.0,2.0,0.0,1,5,1
16876,16876,16876,16876,16876,9.0,8.0,42.0,3.6,0.94,0.62,1.0,3.0,1.0,1,2,1
16877,16877,16877,16877,16877,4.0,4.0,37.0,3.2,-0.47,-0.38,1.0,3.0,0.0,1,6,1
16878,16878,16878,16878,16878,2.0,1.0,35.0,2.9,-0.77,-2.01,1.0,3.0,1.0,1,4,1
16879,16879,16879,16879,16879,4.0,4.0,41.0,3.8,-0.28,-0.25,1.0,5.0,1.0,1,6,1
16880,16880,16880,16880,16880,8.0,9.0,46.0,3.6,0.69,1.01,1.0,1.0,1.0,1,5,1
16881,16881,16881,16881,16881,4.0,5.0,32.5,2.1,-0.19,-0.06,1.0,3.0,1.0,1,4,1
16882,16882,16882,16882,16882,9.0,9.0,37.0,3.4,0.95,1.27,1.0,3.0,1.0,1,3,1
16883,16883,16883,16883,16883,8.0,7.0,45.0,3.2,0.78,0.54,1.0,5.0,1.0,1,4,1
16884,16884,16884,16884,16884,5.0,4.0,38.0,3.0,-0.11,-0.42,1.0,4.0,0.0,1,4,1
16885,16885,16885,16885,16885,4.0,3.0,37.0,3.0,-0.2,-0.56,1.0,3.0,0.0,1,4,1
16886,16886,16886,16886,16886,8.0,9.0,30.0,2.6,0.69,1.17,1.0,3.0,1.0,1,2,1
16887,16887,16887,16887,16887,8.0,5.0,36.5,3.2,0.82,-0.17,1.0,4.0,1.0,1,4,1
16888,16888,16888,16888,16888,9.0,9.0,31.0,3.0,0.93,1.1,1.0,4.0,0.0,1,1,1
16889,16889,16889,16889,16889,3.0,1.0,39.0,2.9,-0.69,-1.38,1.0,3.0,1.0,1,3,1
16890,16890,16890,16890,16890,4.0,6.0,37.5,3.1,-0.38,0.14,1.0,4.0,0.0,1,3,1
16891,16891,16891,16891,16891,10.0,9.0,32.0,3.3,1.53,0.9,1.0,4.0,0.0,1,2,1
16892,16892,16892,16892,16892,8.0,8.0,37.0,3.0,0.63,0.74,1.0,5.0,0.0,1,3,1
16893,16893,16893,16893,16893,1.0,1.0,27.0,3.4,-1.39,-1.64,1.0,2.0,0.0,1,4,1
16894,16894,16894,16894,16894,1.0,1.0,46.0,3.3,-2.08,-1.81,1.0,4.0,1.0,1,4,1
16895,16895,16895,16895,16895,10.0,9.0,39.5,3.2,1.37,1.24,1.0,4.0,1.0,1,4,1
16896,16896,16896,16896,16896,6.0,4.0,30.0,3.0,0.04,-0.42,1.0,3.0,1.0,1,2,1
16897,16897,16897,16897,16897,1.0,1.0,26.0,3.2,-2.22,-2.14,1.0,4.0,0.0,1,6,1
16898,16898,16898,16898,16898,10.0,9.0,31.0,3.7,1.39,1.0,1.0,4.0,1.0,1,4,1
16899,16899,16899,16899,16899,10.0,10.0,43.0,3.7,1.6,1.55,1.0,3.0,1.0,1,6,1
16900,16900,16900,16900,16900,10.0,10.0,42.0,3.9,1.6,1.91,1.0,4.0,0.0,1,6,1
16901,16901,16901,16901,16901,10.0,10.0,44.0,3.4,2.21,2.16,1.0,5.0,0.0,1,5,1
16902,16902,16902,16902,16902,1.0,1.0,33.0,2.7,-1.28,-1.46,1.0,4.0,0.0,1,4,1
16903,16903,16903,16903,16903,7.0,8.0,29.5,3.5,0.39,0.68,1.0,3.0,0.0,1,3,1
16904,16904,16904,16904,16904,2.0,1.0,42.0,3.9,-1.08,-1.34,1.0,2.0,1.0,1,5,1
16905,16905,16905,16905,16905,2.0,3.0,27.0,2.4,-1.11,-0.88,1.0,4.0,1.0,1,3,1
16906,16906,16906,16906,16906,2.0,2.0,46.0,3.7,-1.08,-0.99,1.0,4.0,0.0,1,5,1
16907,16907,16907,16907,16907,9.0,7.0,29.0,3.5,0.94,0.38,1.0,3.0,1.0,1,3,1
16908,16908,16908,16908,16908,4.0,5.0,42.0,3.8,-0.41,0.0,1.0,3.0,0.0,1,6,1
16909,16909,16909,16909,16909,1.0,3.0,28.5,2.5,-1.44,-0.78,1.0,4.0,1.0,1,2,1
16910,16910,16910,16910,16910,9.0,9.0,31.0,3.0,1.2,0.91,1.0,4.0,1.0,1,3,1
16911,16911,16911,16911,16911,5.0,5.0,38.0,3.3,0.04,-0.02,1.0,3.0,1.0,1,4,1
16912,16912,16912,16912,16912,1.0,1.0,27.0,2.2,-1.81,-1.68,1.0,5.0,1.0,1,3,1
16913,16913,16913,16913,16913,1.0,2.0,36.0,2.7,-1.29,-1.08,1.0,4.0,0.0,1,3,1
16914,16914,16914,16914,16914,4.0,4.0,37.0,2.8,-0.29,-0.35,1.0,4.0,0.0,1,4,1
16915,16915,16915,16915,16915,9.0,6.0,35.0,3.5,1.36,0.02,1.0,4.0,0.0,1,6,1
16916,16916,16916,16916,16916,7.0,8.0,39.0,3.9,0.54,0.58,1.0,3.0,0.0,1,3,1
16917,16917,16917,16917,16917,6.0,6.0,20.0,3.2,0.27,0.03,1.0,4.0,1.0,1,1,1
16918,16918,16918,16918,16918,5.0,4.0,35.0,3.1,-0.02,-0.4,1.0,3.0,1.0,1,3,1
16919,16919,16919,16919,16919,10.0,10.0,30.0,2.4,1.75,1.43,1.0,3.0,0.0,1,1,1
16920,16920,16920,16920,16920,7.0,8.0,38.0,2.7,0.51,0.7,1.0,3.0,1.0,1,3,1
16921,16921,16921,16921,16921,10.0,10.0,42.0,3.5,1.7,1.67,1.0,4.0,0.0,1,5,1
16922,16922,16922,16922,16922,1.0,1.0,41.0,3.6,-1.86,-1.76,1.0,5.0,1.0,1,6,1
16923,16923,16923,16923,16923,2.0,3.0,40.0,3.1,-1.04,-0.82,1.0,4.0,0.0,1,6,1
16924,16924,16924,16924,16924,7.0,8.0,35.0,3.3,0.41,0.68,1.0,4.0,1.0,1,3,1
16925,16925,16925,16925,16925,1.0,1.0,40.0,3.3,-1.2,-1.34,1.0,4.0,0.0,1,5,1
16926,16926,16926,16926,16926,8.0,9.0,39.0,3.7,0.78,1.23,1.0,4.0,0.0,1,4,1
16927,16927,16927,16927,16927,1.0,1.0,34.0,2.9,-2.61,-2.83,1.0,3.0,1.0,1,4,1
16928,16928,16928,16928,16928,2.0,1.0,27.5,2.7,-1.02,-1.63,1.0,4.0,0.0,1,3,1
16929,16929,16929,16929,16929,3.0,7.0,33.0,3.7,-0.47,0.42,1.0,4.0,0.0,1,3,1
16930,16930,16930,16930,16930,10.0,10.0,26.7,3.1,1.55,1.49,1.0,3.0,1.0,1,1,1
16931,16931,16931,16931,16931,1.0,2.0,39.0,4.0,-1.26,-1.0,1.0,3.0,0.0,1,5,1
16932,16932,16932,16932,16932,5.0,4.0,31.0,2.4,-0.19,-0.45,1.0,3.0,0.0,1,5,1
16933,16933,16933,16933,16933,5.0,3.0,28.0,3.5,-0.13,-0.6,1.0,5.0,0.0,1,2,1
16934,16934,16934,16934,16934,2.0,2.0,28.0,3.3,-1.02,-0.91,1.0,2.0,0.0,1,2,1
16935,16935,16935,16935,16935,5.0,7.0,27.0,3.4,-0.03,0.3,1.0,4.0,0.0,1,3,1
16936,16936,16936,16936,16936,3.0,2.0,23.0,2.8,-0.5,-0.94,1.0,2.0,1.0,1,4,1
16937,16937,16937,16937,16937,1.0,1.0,39.0,3.7,-1.5,-1.86,1.0,4.0,1.0,1,5,1
16938,16938,16938,16938,16938,7.0,8.0,34.0,2.9,0.38,0.76,1.0,3.0,1.0,1,3,1
16939,16939,16939,16939,16939,5.0,5.0,42.0,3.1,-0.13,-0.14,1.0,4.0,0.0,1,3,1
16940,16940,16940,16940,16940,4.0,2.0,39.0,3.0,-0.4,-1.08,1.0,3.0,0.0,1,3,1
16941,16941,16941,16941,16941,4.0,3.0,35.0,2.8,-0.23,-0.62,1.0,4.0,0.0,1,3,1
16942,16942,16942,16942,16942,1.0,1.0,31.0,3.1,-1.16,-1.32,1.0,3.0,0.0,1,2,1
16943,16943,16943,16943,16943,7.0,7.0,39.0,3.5,0.36,0.52,1.0,3.0,0.0,1,3,1
16944,16944,16944,16944,16944,7.0,7.0,30.0,3.9,0.42,0.44,1.0,3.0,1.0,1,5,1
16945,16945,16945,16945,16945,9.0,8.0,42.0,3.4,0.92,0.58,1.0,4.0,0.0,1,3,1
16946,16946,16946,16946,16946,8.0,7.0,40.0,3.1,0.65,0.45,1.0,4.0,0.0,1,5,1
16947,16947,16947,16947,16947,4.0,4.0,43.0,3.8,-0.3,-0.33,1.0,4.0,1.0,1,4,1
16948,16948,16948,16948,16948,1.0,1.0,33.0,2.9,-1.39,-1.64,1.0,3.0,0.0,1,2,1
16949,16949,16949,16949,16949,8.0,8.0,45.0,3.4,0.78,0.75,1.0,3.0,0.0,1,5,1
16950,16950,16950,16950,16950,10.0,10.0,40.0,3.3,1.96,1.93,1.0,4.0,1.0,1,2,1
16951,16951,16951,16951,16951,8.0,9.0,34.5,3.2,0.82,0.92,1.0,3.0,0.0,1,3,1
16952,16952,16952,16952,16952,8.0,7.0,43.0,2.8,0.84,0.52,1.0,3.0,0.0,1,3,1
16953,16953,16953,16953,16953,6.0,5.0,40.0,3.6,0.19,-0.12,1.0,2.0,1.0,1,4,1
16954,16954,16954,16954,16954,1.0,1.0,46.0,3.6,-1.6,-1.68,1.0,3.0,1.0,1,6,1
16955,16955,16955,16955,16955,2.0,2.0,35.0,2.9,-1.1,-1.2,1.0,4.0,1.0,1,3,1
16956,16956,16956,16956,16956,2.0,3.0,35.0,3.1,-0.76,-0.7,1.0,4.0,1.0,1,3,1
16957,16957,16957,16957,16957,4.0,6.0,31.0,3.1,-0.24,0.12,1.0,3.0,0.0,1,4,1
16958,16958,16958,16958,16958,4.0,7.0,44.0,3.2,-0.32,0.42,1.0,3.0,1.0,1,4,1
16959,16959,16959,16959,16959,9.0,10.0,47.0,3.9,1.39,1.37,1.0,4.0,0.0,1,6,1
16960,16960,16960,16960,16960,4.0,4.0,38.7,3.3,-0.4,-0.51,1.0,3.0,0.0,1,4,1
16961,16961,16961,16961,16961,5.0,4.0,30.0,3.7,0.0,-0.36,1.0,4.0,0.0,1,2,1
16962,16962,16962,16962,16962,9.0,9.0,36.0,3.5,1.07,1.1,1.0,3.0,0.0,1,4,1
16963,16963,16963,16963,16963,8.0,7.0,42.0,3.2,0.9,0.43,1.0,3.0,1.0,1,4,1
16964,16964,16964,16964,16964,2.0,1.0,27.0,2.4,-0.99,-1.97,1.0,4.0,1.0,1,2,1
16965,16965,16965,16965,16965,2.0,2.0,37.0,2.9,-0.75,-1.17,1.0,4.0,1.0,1,3,1
16966,16966,16966,16966,16966,8.0,7.0,36.0,3.2,0.66,0.28,1.0,5.0,1.0,1,5,1
16967,16967,16967,16967,16967,9.0,8.0,43.0,3.3,0.89,0.83,1.0,4.0,0.0,1,5,1
16968,16968,16968,16968,16968,7.0,7.0,30.0,2.6,0.39,0.44,1.0,4.0,0.0,1,2,1
16969,16969,16969,16969,16969,6.0,8.0,31.0,3.8,0.14,0.77,1.0,4.0,0.0,1,4,1
16970,16970,16970,16970,16970,3.0,2.0,40.0,3.4,-0.52,-0.9,1.0,3.0,1.0,1,4,1
16971,16971,16971,16971,16971,4.0,3.0,29.0,3.1,-0.4,-0.64,1.0,4.0,0.0,1,2,1
16972,16972,16972,16972,16972,5.0,8.0,33.0,3.4,-0.07,0.68,1.0,3.0,1.0,1,3,1
16973,16973,16973,16973,16973,1.0,1.0,44.0,3.3,-1.48,-1.6,1.0,3.0,0.0,1,5,1
16974,16974,16974,16974,16974,9.0,8.0,39.0,3.4,1.09,0.76,1.0,4.0,1.0,1,4,1
16975,16975,16975,16975,16975,6.0,4.0,36.0,2.7,0.1,-0.3,1.0,4.0,1.0,1,3,1
16976,16976,16976,16976,16976,1.0,1.0,37.0,3.3,-1.39,-1.44,1.0,3.0,0.0,1,4,1
16977,16977,16977,16977,16977,7.0,10.0,45.0,3.8,0.57,1.37,1.0,4.0,1.0,1,6,1
16978,16978,16978,16978,16978,3.0,6.0,35.0,3.8,-0.51,0.01,1.0,3.0,1.0,1,3,1
16979,16979,16979,16979,16979,8.0,8.0,38.0,2.3,0.84,0.86,1.0,4.0,1.0,1,2,1
16980,16980,16980,16980,16980,4.0,6.0,31.0,3.1,-0.36,0.09,1.0,3.0,0.0,1,5,1
16981,16981,16981,16981,16981,9.0,10.0,48.0,2.9,1.13,1.95,1.0,3.0,1.0,1,4,1
16982,16982,16982,16982,16982,4.0,4.0,31.5,2.9,-0.25,-0.29,1.0,5.0,1.0,1,3,1
16983,16983,16983,16983,16983,2.0,3.0,39.0,3.5,-0.99,-0.73,1.0,4.0,1.0,1,5,1
16984,16984,16984,16984,16984,3.0,3.0,42.0,3.8,-0.52,-0.6,1.0,4.0,1.0,1,5,1
16985,16985,16985,16985,16985,6.0,5.0,39.0,3.1,0.25,-0.1,1.0,5.0,0.0,1,6,1
16986,16986,16986,16986,16986,1.0,1.0,37.0,2.7,-1.4,-1.65,1.0,3.0,0.0,1,3,1
16987,16987,16987,16987,16987,7.0,1.0,39.0,3.4,0.31,-1.44,1.0,4.0,1.0,1,5,1
16988,16988,16988,16988,16988,9.0,8.0,32.0,3.0,0.94,0.85,1.0,4.0,1.0,1,3,1
16989,16989,16989,16989,16989,4.0,2.0,39.0,3.6,-0.32,-0.98,1.0,2.0,0.0,1,5,1
16990,16990,16990,16990,16990,10.0,10.0,41.0,2.5,1.54,1.45,1.0,4.0,1.0,1,5,1
16991,16991,16991,16991,16991,9.0,9.0,48.0,3.6,1.08,0.85,1.0,4.0,1.0,1,6,1
16992,16992,16992,16992,16992,10.0,7.0,33.0,2.8,2.79,0.46,1.0,1.0,0.0,1,4,1
16993,16993,16993,16993,16993,1.0,3.0,37.0,2.1,-1.23,-0.69,1.0,3.0,1.0,1,3,1
16994,16994,16994,16994,16994,8.0,6.0,41.0,3.2,0.74,0.21,1.0,4.0,1.0,1,4,1
